Symbol,Company Name,Industry,Market Cap
SGC,Superior Group of Companies,"Textiles, Apparel &amp; Luxury Goods",352.64M
SGEN,Seagen,Biotechnology,28.94B
SGFY,Signify Health,Health Information Services,2.27B
SGH,SMART Global Holdings,Semiconductors &amp; Semiconductor Equipment,1.42B
SGHT,Sight Sciences,Medical Devices,953.72M
SGLB,Sigma Labs,Aerospace &amp; Defense,23.62M
SGMA,SigmaTron International,"Electronic Equipment, Instruments &amp; C...",34.92M
SGML,Sigma Lithium,Other Industrial Metals &amp; Mining,0
SGMO,Sangamo Therapeutics,Biotechnology,1.17B
SGMS,Scientific Games,"Hotels, Restaurants &amp; Leisure",5.79B
SGRP,SPAR Group,Media,29.13M
SGRY,Surgery Partners,Health Care Providers &amp; Services,3.78B
SGTX,Sigilon Therapeutics,Biotechnology,121.48M
SGU,Star Group,Gas Utilities,403.58M
SHAC,SCP &amp; CO Healthcare Acquisition Company,Blank Check / SPAC,281.75M
SHAK,Shake Shack,"Hotels, Restaurants &amp; Leisure",2.76B
SHBI,Shore Bancshares,Banks,386.61M
SHC,Sotera Health Company,Diagnostics &amp; Research,6.04B
SHCR,Sharecare,Health Information Services,2.02B
SHEN,Shenandoah Telecommunications Company,Wireless Telecommunication Services,1.23B
SHG,Shinhan Financial Group Co.,Banks,15.25B
SHI,Sinopec Shanghai Petrochemical Company,Chemicals,6.09B
SHIP,Seanergy Maritime Holdings,Marine,153.76M
SHLS,Shoals Technologies Group,Solar,2.82B
SHLX,Shell Midstream Partners,"Oil, Gas &amp; Consumable Fuels",4.33B
SHO,Sunstone Hotel Investors,"Equity Real Estate 
Investment Trusts...",2.30B
SHOO,Steven Madden,"Textiles, Apparel &amp; Luxury Goods",3.75B
SHOP,Shopify,IT Services,183.52B
SHPW,Shapeways Holdings,Specialty Industrial Machinery,186.91M
SHQA,Shelter Acquisition I,Blank Check / SPAC,244.25M
SHW,The Sherwin-Williams Company,Chemicals,86.85B
SHYF,The Shyft Group,Machinery,1.69B
SI,Silvergate Capital,Banks,5.27B
SIBN,SI-BONE,Health Care Equipment &amp; Supplies,627.93M
SID,Companhia Siderurgica Nacional,Metals &amp; Mining,5.26B
SIEB,Siebert Financial,Capital Markets,81.72M
SIEN,Sientra,Health Care Equipment &amp; Supplies,222.61M
SIER,Sierra Lake Acquisition,Blank Check / SPAC,367.88M
SIF,SIFCO Industries,Aerospace &amp; Defense,50.67M
SIFY,Sify Technologies,Diversified Telecommunication Services,632.37M
SIG,Signet Jewelers,Specialty Retail,4.93B
SIGA,SIGA Technologies,Pharmaceuticals,584.04M
SIGI,Selective Insurance Group,Insurance,4.54B
SII,Sprott,Capital Markets,1.10B
SILC,Silicom,Communications Equipment,304.37M
SILK,Silk Road Medical,Health Care Equipment &amp; Supplies,1.46B
SILV,SilverCrest Metals,Metals &amp; Mining,1.13B
SIM,Grupo Simec,Metals &amp; Mining,3.36B
SIMO,Silicon Motion Technology,Semiconductors &amp; Semiconductor Equipment,2.42B
SINO,Sino-Global Shipping America,Transportation Infrastructure,53.79M
SINT,SINTX Technologies,Health Care Equipment &amp; Supplies,19.29M
SIOX,Sio Gene Therapies,Biotechnology,112.44M
SIRI,Sirius XM Holdings,Media,24.04B
SISI,Shineco,Personal Products,73.84M
SITC,SITE Centers,"Equity Real Estate 
Investment Trusts...",3.11B
SITE,SiteOne Landscape Supply,Trading Companies &amp; Distributors,10.62B
SITM,SiTime,Semiconductors &amp; Semiconductor Equipment,6.22B
SIVB,SVB Financial Group,Banks,40.63B
SIX,Six Flags Entertainment,"Hotels, Restaurants &amp; Leisure",3.11B
SJ,Scienjoy Holding,Broadcasting,188.77M
SJI,South Jersey Industries,Gas Utilities,2.64B
SJM,The J. M. Smucker Company,Food Products,13.71B
SJR,Shaw Communications,Media,14.56B
SJT,San Juan Basin Royalty Trust,"Oil, Gas &amp; Consumable Fuels",272.66M
SJW,SJW Group,Water Utilities,2.02B
SKE,Skeena Resources,Other Industrial Metals &amp; Mining,575.49M
SKIL,Skillsoft,Education &amp; Training Services,1.50B
SKIN,The Beauty Health Company,Household &amp; Personal Products,3.68B
SKLZ,Skillz,Entertainment,3.37B
SKM,SK Telecom Co.,Wireless Telecommunication Services,17.18B
SKT,Tanger Factory Outlet Centers,"Equity Real Estate 
Investment Trusts...",2.03B
SKX,Skechers USA,"Textiles, Apparel &amp; Luxury Goods",7.00B
SKY,Skyline Champion,Household Durables,4.36B
SKYA,Skydeck Acquisition,Blank Check / SPAC,270.98M
SKYT,SkyWater Technology,Semiconductors,698.00M
SKYW,SkyWest,Airlines,1.89B
SLAB,Silicon Laboratories,Semiconductors &amp; Semiconductor Equipment,7.86B
SLAC,Social Leverage Acquisition I,Blank Check / SPAC,420.04M
SLAM,Slam Corp.,Blank Check / SPAC,698.62M
SLB,Schlumberger,Energy Equipment &amp; Services,39.81B
SLCA,U.S. Silica Holdings,Energy Equipment &amp; Services,723.34M
SLCR,Silver Crest Acquisition,Blank Check / SPAC,424.35M
SLDB,Solid Biosciences,Biotechnology,193.02M
SLF,Sun Life Financial,Insurance,30.93B
SLG,SL Green Realty,"Equity Real Estate 
Investment Trusts...",4.51B
SLGC,SomaLogic,Health Information Services,2.05B
SLGG,Super League Gaming,Interactive Media &amp; Services,108.41M
SLGL,Sol-Gel Technologies,Pharmaceuticals,175.01M
SLGN,Silgan Holdings,Containers &amp; Packaging,4.54B
SLHG,Skylight Health Group,Medical Care Facilities,66.14M
SLI,Standard Lithium,Other Industrial Metals &amp; Mining,1.54B
SLM,SLM Corporation,Consumer Finance,5.26B
SLN,Silence Therapeutics,Biotechnology,749.55M
SLNG,Stabilis Solutions,"Oil, Gas &amp; Consumable Fuels",83.68M
SLNH,Soluna Holdings,Scientific &amp; Technical Instruments,153.77M
SLNO,Soleno Therapeutics,Biotechnology,50.04M
SLP,Simulations Plus,Health Care Technology,916.72M
SLQT,SelectQuote,Insurance Brokers,1.47B
SLRC,SLR Investment,Capital Markets,800.42M
SLRX,Salarius Pharmaceuticals,Biotechnology,27.24M
SLS,SELLAS Life Sciences Group,Biotechnology,99.92M
SLVM,Sylvamo,Paper &amp; Paper Products,1.37B
SLVR,SilverSPAC,Blank Check / SPAC,303.13M
SM,SM Energy Company,"Oil, Gas &amp; Consumable Fuels",3.52B
SMAR,Smartsheet,Software,7.49B
SMBC,Southern Missouri Bancorp,Thrifts &amp; Mortgage Finance,477.65M
SMBK,SmartFinancial,Banks,431.31M
SMCI,Super Micro Computer,"Technology Hardware, Storage &amp; Periph...",2.17B
SMED,Sharps Compliance,Health Care Providers &amp; Services,137.68M
SMFG,Sumitomo Mitsui Financial Group,Banks,44.60B
SMFR,Sema4 Holdings,Health Information Services,1.46B
SMG,The Scotts Miracle-Gro Company,Chemicals,7.62B
SMHI,Seacor Marine Holdings,Energy Equipment &amp; Services,94.82M
SMID,Smith-Midland,Construction Materials,192.81M
SMIH,Summit Healthcare Acquisition,Blank Check / SPAC,250.03M
SMIT,Schmitt Industries,"Electronic Equipment, Instruments &amp; C...",21.97M
SMLP,Summit Midstream Partners LP,"Oil, Gas &amp; Consumable Fuels",211.58M
SMLR,Semler Scientific,Health Care Equipment &amp; Supplies,646.37M
SMMF,Summit Financial Group,Banks,330.28M
SMMT,Summit Therapeutics,Biotechnology,478.80M
SMP,Standard Motor Products,Auto Components,1.10B
SMPL,The Simply Good Foods Company,Food Products,3.43B
SMRT,SmartRent,Software-Application,2.10B
SMSI,Smith Micro Software,Software,291.92M
SMTC,Semtech,Semiconductors &amp; Semiconductor Equipment,5.58B
SMTI,Sanara MedTech,Medical Instruments &amp; Supplies,231.29M
SMTS,Sierra Metals,Metals &amp; Mining,230.83M
SMWB,Similarweb,Internet Content &amp; Information,1.23B
SNA,Snap-on,Machinery,11.06B
SNAP,"Snap, Inc.",Interactive Media &amp; Services,76.08B
SNAX,Stryve Foods,Packaged Foods,33.48M
SNBR,Sleep Number,Specialty Retail,1.73B
SNCE,Science 37,Health Information Services,104.22M
SNCR,Synchronoss Technologies,Software,241.17M
SNCY,Sun Country Airlines Holdings,Airlines,1.58B
SND,Smart Sand,Energy Equipment &amp; Services,83.29M
SNDA,Sonida Senior Living,Health Care Providers &amp; Services,62.98M
SNDL,Sundial Growers,Pharmaceuticals,1.16B
SNDR,Schneider National,Road &amp; Rail,4.26B
SNDX,Syndax Pharmaceuticals,Biotechnology,752.24M
SNES,SenesTech,Pharmaceuticals,14.53M
SNEX,StoneX Group,Capital Markets,1.21B
SNFCA,Security National Financial,Thrifts &amp; Mortgage Finance,178.33M
SNGX,Soligenix,Biotechnology,35.16M
SNII,Supernova Partners Acquisition Company II,Blank Check / SPAC,451.52M
SNMP,Evolve Transition Infrastructure LP,"Oil, Gas &amp; Consumable Fuels",80.87M
SNN,Smith &amp; Nephew,Health Care Equipment &amp; Supplies,14.28B
SNOA,Sonoma Pharmaceuticals,Pharmaceuticals,15.05M
SNOW,Snowflake,IT Services,93.58B
SNP,China Petroleum &amp; Chemical,"Oil, Gas &amp; Consumable Fuels",72.05B
SNPO,Snap One Holdings,Electronics &amp; Computer Distribution,1.65B
SNPS,Synopsys,Software,51.05B
SNPX,Synaptogenix,Biotechnology,58.80M
SNRH,Senior Connect Acquisition I,Blank Check / SPAC,507.15M
SNSE,Sensei Biotherapeutics,Biotechnology,206.22M
SNT,Senstar Technologies,"Electronic Equipment, Instruments &amp; C...",79.54M
SNTG,Sentage Holdings,Credit Services,22.96M
SNV,Synovus Financial,Banks,6.59B
SNX,Synnex,"Electronic Equipment, Instruments &amp; C...",9.91B
SNY,Sanofi,Pharmaceuticals,120.65B
SO,The Southern Company,Electric Utilities,64.80B
SOFI,SoFi Technologies,Credit Services,13.11B
SOHO,Sotherly Hotels,"Equity Real Estate 
Investment Trusts...",37.78M
SOHU,Sohu.com,Interactive Media &amp; Services,638.33M
SOI,Solaris Oilfield Infrastructure,Energy Equipment &amp; Services,207.08M
SOL,ReneSola,Construction &amp; Engineering,457.55M
SOLO,Electrameccanica Vehicles,Automobiles,340.24M
SOLY,Soliton,Health Care Equipment &amp; Supplies,437.55M
SON,Sonoco Products Company,Containers &amp; Packaging,5.71B
SONM,Sonim Technologies,"Technology Hardware, Storage &amp; Periph...",22.01M
SONN,Sonnet BioTherapeutics Holdings,Biotechnology,31.98M
SONO,Sonos,Household Durables,4.00B
SONX,Sonendo,Medical Devices,221.41M
SONY,Sony Group,Household Durables,152.10B
SOPA,Society Pass,Software-Application,140.20M
SOPH,SOPHiA GENETICS,Health Information Services,837.17M
SOS,SOS Limited,Software-Infrastructure,285.27M
SOTK,Sono-Tek,"Electronic Equipment, Instruments &amp; C...",95.12M
SOVO,Sovos Brands,Packaged Foods,1.56B
SP,SP Plus,Commercial Services &amp; Supplies,614.94M
SPAQ,Spartan Acquisition III,Blank Check / SPAC,684.14M
SPB,Spectrum Brands Holdings,Household Products,4.12B
SPCB,SuperCom,"Electronic Equipment, Instruments &amp; C...",13.19M
SPCE,Virgin Galactic Holdings,Aerospace &amp; Defense,3.83B
SPFI,South Plains Financial,Banks,449.71M
SPG,Simon Property Group,"Equity Real Estate 
Investment Trusts...",50.23B
SPGI,S&amp;P Global,Capital Markets,109.83B
SPGS,Simon Property Group Acquisition Holdings,Blank Check / SPAC,421.76M
SPH,Suburban Propane Partners,Gas Utilities,914.23M
SPI,SPI Energy Co.,Semiconductors &amp; Semiconductor Equipment,114.54M
SPIR,Spire Global,Semiconductors &amp; Semiconductor Equipment,555.40M
SPK,SPK Acquisition,Blank Check / SPAC,77.90M
SPKB,Silver Spike Acquisition II,Blank Check / SPAC,351.47M
SPLK,Splunk,Software,18.04B
SPLP,Steel Partners Holdings LP,Industrial Conglomerates,761.43M
SPNE,SeaSpine Holdings,Health Care Equipment &amp; Supplies,470.10M
SPNS,Sapiens International,Software,1.90B
SPNT,SiriusPoint,Insurance-Reinsurance,1.24B
SPOK,Spok Holdings,Wireless Telecommunication Services,185.27M
SPOT,Spotify Technology,Entertainment,43.12B
SPPI,Spectrum Pharmaceuticals,Biotechnology,275.45M
SPR,Spirit AeroSystems Holdings,Aerospace &amp; Defense,3.70B
SPRB,Spruce Biosciences,Biotechnology,56.55M
SPRO,Spero Therapeutics,Biotechnology,465.78M
SPSC,SPS Commerce,Software,4.95B
SPT,Sprout Social,Software,5.11B
SPTK,SportsTek Acquisition,Blank Check / SPAC,210.45M
SPTN,SpartanNash Company,Food &amp; Staples Retailing,858.71M
SPWH,Sportsman's Warehouse Holdings,Specialty Retail,738.37M
SPWR,SunPower,Semiconductors &amp; Semiconductor Equipment,4.69B
SPXC,SPX Corporation,Machinery,2.64B
SQ,Square,IT Services,89.72B
SQFT,Presidio Property Trust,REIT-Diversified,42.63M
SQL,SeqLL,Diagnostics &amp; Research,31.26M
SQM,Sociedad Quimica y Minera de Chile,Chemicals,17.36B
SQNS,Sequans Communications,Semiconductors &amp; Semiconductor Equipment,192.21M
SQSP,Squarespace,Software-Infrastructure,4.45B
SQZ,SQZ Biotechnologies Company,Biotechnology,345.22M
SR,Spire,Gas Utilities,3.09B
SRAD,Sportradar Group AG,Software-Application,4.45B
SRAX,"SRAX, Inc.",Media,128.65M
SRC,Spirit Realty Capital,"Equity Real Estate 
Investment Trusts...",5.39B
SRCE,1st Source,Banks,1.15B
SRCL,Stericycle,Commercial Services &amp; Supplies,5.20B
SRDX,SurModics,Health Care Equipment &amp; Supplies,610.85M
SRE,Sempra Energy,Multi-Utilities,38.21B
SREV,ServiceSource International,IT Services,105.01M
SRG,Seritage Growth Properties,"Equity Real Estate 
Investment Trusts...",578.99M
SRGA,Surgalign Holdings,Medical Devices,104.40M
SRI,Stoneridge,Auto Components,614.78M
SRL,Scully Royalty,Capital Markets,131.69M
SRLP,Sprague Resources LP,"Oil, Gas &amp; Consumable Fuels",356.79M
SRNE,Sorrento Therapeutics,Biotechnology,1.69B
SRPT,Sarepta Therapeutics,Biotechnology,7.16B
SRRA,Sierra Oncology,Biotechnology,354.70M
SRRK,Scholar Rock Holding,Biotechnology,890.34M
SRSA,Sarissa Capital Acquisition,Blank Check / SPAC,246.25M
SRT,Startek,IT Services,156.28M
SRTS,Sensus Healthcare,Health Care Equipment &amp; Supplies,114.49M
SRZN,Surrozen,Biotechnology,306.84M
SSAA,Science Strategic Acquisition Alpha,Blank Check / SPAC,381.14M
SSB,South State,Banks,5.32B
SSBI,Summit State Bank,Banks,107.42M
SSBK,Southern States Bancshares,Banks-Regional,177.19M
SSD,Simpson Manufacturing Company,Building Products,5.08B
SSKN,STRATA Skin Sciences,Health Care Equipment &amp; Supplies,51.20M
SSL,Sasol,Chemicals,10.77B
SSNC,SS&amp;C Technologies Holdings,Software,18.83B
SSNT,SilverSun Technologies,Software,24.29M
SSP,The E.W. Scripps Company,Media,1.49B
SSRM,SSR Mining,Metals &amp; Mining,3.76B
SSSS,SuRo Capital,Capital Markets,348.54M
SSTI,ShotSpotter,Software,405.74M
SSTK,Shutterstock,Internet &amp; Direct Marketing Retail,4.17B
SSY,SunLink Health Systems,Health Care Providers &amp; Services,13.98M
SSYS,Stratasys,"Technology Hardware, Storage &amp; Periph...",1.65B
ST,Sensata Technologies Holding,Electrical Equipment,8.76B
STAA,STAAR Surgical Company,Health Care Equipment &amp; Supplies,4.28B
STAB,Statera Biopharma,Biotechnology,94.36M
STAF,Staffing 360 Solutions,Professional Services,17.25M
STAG,Stag Industrial,"Equity Real Estate 
Investment Trusts...",7.69B
STAR,iStar,"Equity Real Estate 
Investment Trusts...",1.69B
STBA,S&amp;T Bancorp,Banks,1.17B
STC,Stewart Information Services,Insurance,1.93B
STCN,Steel Connect,IT Services,94.28M
STE,Steris,Health Care Equipment &amp; Supplies,21.57B
STEM,"Stem, Inc.",Software-Infrastructure,2.92B
STEP,StepStone Group,Asset Management,2.47B
STER,Sterling Check,Software-Infrastructure,2.28B
STFC,State Auto Financial,Insurance,2.29B
STG,Sunlands Technology Group,Diversified Consumer Services,53.03M
STGW,Stagwell,Advertising Agencies,852.41M
STIM,Neuronetics,Health Care Equipment &amp; Supplies,102.84M
STKL,SunOpta,Food Products,632.65M
STKS,The ONE Group Hospitality,"Hotels, Restaurants &amp; Leisure",394.92M
STL,Sterling Bancorp,Banks,4.78B
STLA,Stellantis,Automobiles,55.38B
STLD,Steel Dynamics,Metals &amp; Mining,11.73B
STM,STMicroelectronics,Semiconductors &amp; Semiconductor Equipment,46.17B
STN,Stantec,Professional Services,6.06B
STNE,StoneCo,IT Services,4.63B
STNG,Scorpio Tankers,"Oil, Gas &amp; Consumable Fuels",736.62M
STOK,Stoke Therapeutics,Biotechnology,839.94M
STON,StoneMor,Diversified Consumer Services,288.06M
STOR,STORE Capital,"Equity Real Estate 
Investment Trusts...",8.98B
STRA,Strategic Education,Diversified Consumer Services,1.32B
STRC,Sarcos Technology &amp; Robotics,Computer Hardware,1.08B
STRE,Supernova Partners Acquisition Company III,Blank Check / SPAC,344.27M
STRL,Sterling Construction Company,Construction &amp; Engineering,729.65M
STRM,Streamline Health Solutions,Health Care Technology,68.73M
STRN,Stran &amp; Company,"Electronic Equipment, Instruments &amp; C...",55.92M
STRO,Sutro Biopharma,Biotechnology,731.07M
STRR,Star Equity Holdings,Diagnostics &amp; Research,12.29M
STRS,Stratus Properties,Real Estate Management &amp; Development,297.98M
STRT,STRATTEC Security,Auto Components,144.78M
STSA,Satsuma Pharmaceuticals,Pharmaceuticals,144.09M
STT,State Street,Capital Markets,32.53B
STTK,Shattuck Labs,Biotechnology,358.25M
STVN,Stevanato Group S.p.A.,Medical Instruments &amp; Supplies,13.05B
STWD,Starwood Property Trust,"Mortgage Real Estate Investment 
Trus...",7.16B
STX,Seagate Technology Holdings,"Technology Hardware, Storage &amp; Periph...",23.12B
STXB,Spirit of Texas Bancshares,Banks,479.88M
STXS,Stereotaxis,Health Care Equipment &amp; Supplies,447.49M
STZ,Constellation Brands,Beverages,42.25B
SU,Suncor Energy,"Oil, Gas &amp; Consumable Fuels",35.59B
SUI,Sun Communities,"Equity Real Estate 
Investment Trusts...",21.50B
SUM,Summit Materials,Construction Materials,4.32B
SUMO,Sumo Logic,Software,1.54B
SUMR,Summer Infant,Leisure Products,24.32M
SUN,Sunoco LP,"Oil, Gas &amp; Consumable Fuels",3.20B
SUNL,Sunlight Financial Holdings,Credit Services,370.64M
SUNS,SLR Senior Investment,Capital Markets,240.09M
SUNW,Sunworks,Electrical Equipment,122.15M
SUP,Superior Industries International,Auto Components,116.69M
SUPN,Supernus Pharmaceuticals,Pharmaceuticals,1.64B
SUPV,Grupo Supervielle,Banks,375.33M
SURF,Surface Oncology,Biotechnology,256.97M
SURG,SurgePays,Wireless Telecommunication Services,30.36M
SUZ,Suzano,Paper &amp; Forest Products,13.84B
SV,Spring Valley Acquisition,Blank Check / SPAC,286.35M
SVC,Service Properties Trust,"Equity Real Estate 
Investment Trusts...",1.33B
SVFA,SVF Investment,Shell Companies,759.97M
SVFB,SVF Investment 2,Blank Check / SPAC,293.92M
SVFC,SVF Investment 3,Shell Companies,410.40M
SVFD,Save Foods,Agricultural Inputs,16.42M
SVM,Silvercorp Metals,Metals &amp; Mining,679.87M
SVOK,Seven Oaks Acquisition,Blank Check / SPAC,322.47M
SVRA,Savara,Biotechnology,122.98M
SVT,Servotronics,Electrical Equipment,32.34M
SVVC,Firsthand Technology Value Fund,Securities and Commodity Exchanges,30.40M
SWAG,"Software Acquisition Group, Inc. III",Blank Check / SPAC,247.50M
SWAV,ShockWave Medical,Health Care Equipment &amp; Supplies,6.00B
SWBI,Smith &amp; Wesson Brands,Leisure Products,1.08B
SWCH,Switch,IT Services,3.93B
SWET,Athlon Acquisition,Blank Check / SPAC,337.41M
SWI,SolarWinds,Software,2.20B
SWIM,Latham Group,Building Products &amp; Equipment,3.13B
SWIR,Sierra Wireless,Communications Equipment,635.65M
SWK,Stanley Black &amp; Decker,Machinery,28.49B
SWKH,SWK Holdings,Diversified Financial Services,249.14M
SWKS,Skyworks Solutions,Semiconductors &amp; Semiconductor Equipment,25.08B
SWM,Schweitzer-Mauduit International,Paper &amp; Forest Products,896.56M
SWN,Southwestern Energy Company,"Oil, Gas &amp; Consumable Fuels",4.55B
SWSS,Springwater Special Situations,Blank Check / SPAC,193.75M
SWTX,Springworks Therapeutics,Biotechnology,3.37B
SWX,Southwest Gas Holdings,Gas Utilities,3.92B
SXC,SunCoke Energy,Metals &amp; Mining,500.15M
SXI,Standex International,Machinery,1.26B
SXT,Sensient Technologies,Chemicals,4.05B
SXTC,China SXT Pharmaceuticals,Personal Products,10.87M
SY,So-Young International,Interactive Media &amp; Services,357.56M
SYBT,Stock Yards Bancorp,Banks,1.60B
SYBX,Synlogic,Biotechnology,168.70M
SYF,Synchrony Financial,Consumer Finance,23.95B
SYK,Stryker,Health Care Equipment &amp; Supplies,90.20B
SYN,Synthetic Biologics,Biotechnology,44.23M
SYNA,Synaptics,Semiconductors &amp; Semiconductor Equipment,11.27B
SYNH,Syneos Health,Life Sciences Tools &amp; Services,10.01B
SYNL,Synalloy,Metals &amp; Mining,137.30M
SYPR,Sypris Solutions,Auto Components,58.56M
SYRS,Syros Pharmaceuticals,Biotechnology,225.49M
SYTA,Siyata Mobile,Communications Equipment,16.89M
SYY,Sysco,Food &amp; Staples Retailing,35.91B
T,"AT&amp;T, Inc.",Diversified Telecommunication Services,158.74B
TA,TravelCenters of America,Specialty Retail,738.60M
TAC,TransAlta,Independent Power and Renewable Elect...,2.81B
TACA,Trepont Acquisition I,Blank Check / SPAC,286.35M
TACO,Del Taco Restaurants,"Hotels, Restaurants &amp; Leisure",267.12M
TACT,TransAct Technologies,"Technology Hardware, Storage &amp; Periph...",108.88M
TAIT,Taitron Components,"Electronic Equipment, Instruments &amp; C...",23.70M
TAK,Takeda Pharmaceutical Company,Pharmaceuticals,41.82B
TAL,TAL Education Group,Diversified Consumer Services,3.23B
TALK,Talkspace,Medical Care Facilities,324.42M
TALO,Talos Energy,"Oil, Gas &amp; Consumable Fuels",776.24M
TALS,Talaris Therapeutics,Biotechnology,526.21M
TANH,Tantech Holdings,Chemicals,64.31M
TAOP,Taoping,IT Services,46.38M
TAP,Molson Coors Beverage Company,Beverages,9.57B
TARA,Protara Therapeutics,Biotechnology,73.71M
TARO,Taro Pharmaceutical Industries,Pharmaceuticals,1.99B
TARS,Tarsus Pharmaceuticals,Biotechnology,502.24M
TASK,TaskUs,Information Technology Services,3.85B
TAST,Carrols Restaurant Group,"Hotels, Restaurants &amp; Leisure",133.82M
TATT,TAT Technologies,Aerospace &amp; Defense,58.03M
TAYD,Taylor Devices,Machinery,38.39M
TBBK,The Bancorp,Banks,1.59B
TBCP,Thunder Bridge Capital Partners III,Blank Check / SPAC,518.03M
TBI,TrueBlue,Professional Services,927.46M
TBK,Triumph Bancorp,Banks,3.16B
TBLA,Taboola.com,Internet Content &amp; Information,1.83B
TBLD,Thornburg Income Builder Opportunities Trust,n/a,0
TBLT,Toughbuilt Industries,"Textiles, Apparel &amp; Luxury Goods",49.46M
TBNK,Territorial Bancorp,Thrifts &amp; Mortgage Finance,239.07M
TBPH,Theravance Biopharma,Pharmaceuticals,633.81M
TBSA,TB SA Acquisition,Blank Check / SPAC,243.00M
TC,TuanChe,Internet Content &amp; Information,42.05M
TCAC,Tuatara Capital Acquisition,Blank Check / SPAC,247.25M
TCBC,TC Bancshares,Banks-Regional,65.91M
TCBI,Texas Capital Bancshares,Banks,2.85B
TCBK,TriCo Bancshares,Banks,1.25B
TCBS,Texas Community Bancshares,Banks-Regional,45.81M
TCBX,Third Coast Bancshares,Banks-Regional,356.55M
TCDA,Tricida,Pharmaceuticals,411.15M
TCFC,The Community Financial Corporation,Banks,215.04M
TCI,Transcontinental Realty Investors,Real Estate Management &amp; Development,336.93M
TCMD,Tactile Systems Technology,Health Care Equipment &amp; Supplies,379.81M
TCN,Tricon Residential,Real Estate Services,0
TCOM,Trip.com Group,Internet &amp; Direct Marketing Retail,17.82B
TCON,TRACON Pharmaceuticals,Biotechnology,45.89M
TCPC,Blackrock TCP Capital,Capital Markets,764.84M
TCRR,TCR2 Therapeutics,Biotechnology,191.87M
TCRX,TScan Therapeutics,Biotechnology,173.98M
TCS,The Container Store Group,Specialty Retail,589.01M
TCVA,TCV Acquisition,Blank Check / SPAC,505.89M
TCX,Tucows,IT Services,848.26M
TD,The Toronto-Dominion Bank,Banks,131.03B
TDC,Teradata,Software,4.63B
TDCX,"TDCX, Inc.",Specialty Business Services,2.69B
TDG,TransDigm Group,Aerospace &amp; Defense,30.57B
TDOC,Teladoc Health,Health Care Technology,14.96B
TDS,Telephone &amp; Data Systems,Wireless Telecommunication Services,1.98B
TDUP,ThredUp,Internet Retail,1.65B
TDW,Tidewater,Energy Equipment &amp; Services,441.28M
TDY,Teledyne Technologies,Aerospace &amp; Defense,19.26B
TEAM,Atlassian,Software,90.29B
TECH,Bio-Techne,Life Sciences Tools &amp; Services,18.15B
TECK,Teck Resources,Metals &amp; Mining,14.20B
TEDU,Tarena International,Diversified Consumer Services,38.19M
TEF,Telefonica,Diversified Telecommunication Services,24.17B
TEKK,Tekkorp Digital Acquisition,Blank Check / SPAC,307.81M
TEL,TE Connectivity,"Electronic Equipment, Instruments &amp; C...",49.83B
TELA,TELA Bio,Health Care Equipment &amp; Supplies,183.76M
TELL,Tellurian,"Oil, Gas &amp; Consumable Fuels",1.44B
TEN,Tenneco,Auto Components,849.05M
TENB,Tenable Holdings,Software,5.02B
TENX,Tenax Therapeutics,Biotechnology,30.00M
TEO,Telecom Argentina,Diversified Telecommunication Services,2.11B
TER,Teradyne,Semiconductors &amp; Semiconductor Equipment,24.83B
TERN,Terns Pharmaceuticals,Biotechnology,165.00M
TESS,TESSCO Technologies,Communications Equipment,48.15M
TETC,Tech &amp; Energy Transition,Blank Check / SPAC,468.74M
TEVA,Teva Pharmaceutical Industries,Pharmaceuticals,9.38B
TEX,Terex,Machinery,2.86B
TFC,Truist Financial,Banks,77.89B
TFFP,TFF Pharmaceuticals,Pharmaceuticals,174.05M
TFII,TFI International,Road &amp; Rail,9.30B
TFSL,TFS Financial,Thrifts &amp; Mortgage Finance,5.03B
TFX,Teleflex,Health Care Equipment &amp; Supplies,13.93B
TG,Tredegar,Chemicals,372.85M
TGA,TransGlobe Energy,"Oil, Gas &amp; Consumable Fuels",192.48M
TGB,Taseko Mines,Metals &amp; Mining,588.32M
TGH,Textainer Group Holdings,Trading Companies &amp; Distributors,1.58B
TGI,Triumph Group,Aerospace &amp; Defense,1.08B
TGLS,Tecnoglass,Construction Materials,1.44B
TGNA,Tegna,Media,4.30B
TGP,Teekay LNG Partners,"Oil, Gas &amp; Consumable Fuels",1.47B
TGS,Transportadora de Gas del Sur,"Oil, Gas &amp; Consumable Fuels",656.41M
TGT,Target,Multiline Retail,115.18B
TGTX,TG Therapeutics,Biotechnology,2.24B
TH,Target Hospitality,"Hotels, Restaurants &amp; Leisure",360.50M
THC,Tenet Healthcare,Health Care Providers &amp; Services,7.81B
THCA,Tuscan Holdings II,Shell Companies,174.02M
THCP,Thunder Bridge Capital Partners IV,Blank Check / SPAC,281.46M
THFF,First Financial,Banks,562.63M
THG,The Hanover Insurance Group,Insurance,4.41B
THM,International Tower Hill Mines,Metals &amp; Mining,144.08M
THMA,Thimble Point Acquisition,Blank Check / SPAC,320.16M
THMO,ThermoGenesis Holdings,Health Care Equipment &amp; Supplies,15.49M
THO,Thor Industries,Automobiles,5.87B
THR,Thermon Group Holdings,Electrical Equipment,563.48M
THRM,Gentherm,Auto Components,2.84B
THRN,Thorne HealthTech,Packaged Foods,441.38M
THRX,Theseus Pharmaceuticals,Biotechnology,591.76M
THRY,Thryv Holdings,Media,1.32B
THS,TreeHouse Foods,Food Products,2.07B
